CASA,FORA,GOLS_CASA,GOLS_FORA,TEMPORADA
M'gladbach,Freiburg,0,0,2223
Union Berlin,FC Koln,0,0,2223
Stuttgart,Bayern Munich,1,2,2223
Leverkusen,Hertha,4,1,2223
Wolfsburg,Ein Frankfurt,2,2,2223
FC Koln,Bochum,0,2,2223
Bayern Munich,Augsburg,5,3,2223
Ein Frankfurt,Stuttgart,1,1,2223
Hertha,Mainz,1,1,2223
RB Leipzig,M'gladbach,3,0,2223
Schalke 04,Dortmund,2,2,2223
Freiburg,Hoffenheim,2,1,2223
Werder Bremen,Leverkusen,2,3,2223
Wolfsburg,Union Berlin,1,1,2223
M'gladbach,Werder Bremen,2,2,2223
Augsburg,Schalke 04,1,1,2223
Bochum,RB Leipzig,1,0,2223
Hoffenheim,Hertha,3,1,2223
Stuttgart,Wolfsburg,0,1,2223
Dortmund,FC Koln,6,1,2223
Union Berlin,Ein Frankfurt,2,0,2223
Leverkusen,Bayern Munich,2,1,2223
Mainz,Freiburg,1,1,2223
Ein Frankfurt,Bochum,1,1,2223
Freiburg,Hertha,1,1,2223
RB Leipzig,Mainz,0,3,2223
Schalke 04,Leverkusen,0,3,2223
Union Berlin,Stuttgart,3,0,2223
Wolfsburg,Augsburg,2,2,2223
Bayern Munich,Dortmund,4,2,2223
FC Koln,M'gladbach,0,0,2223
Werder Bremen,Hoffenheim,1,2,2223
Augsburg,FC Koln,1,3,2223
Dortmund,Union Berlin,2,1,2223
Freiburg,Bayern Munich,0,1,2223
Leverkusen,Ein Frankfurt,3,1,2223
Mainz,Werder Bremen,2,2,2223
Hertha,RB Leipzig,0,1,2223
M'gladbach,Wolfsburg,2,0,2223
Bochum,Stuttgart,2,3,2223
Hoffenheim,Schalke 04,2,0,2223
Schalke 04,Hertha,5,2,2223
Bayern Munich,Hoffenheim,1,1,2223
FC Koln,Mainz,1,1,2223
RB Leipzig,Augsburg,3,2,2223
Stuttgart,Dortmund,3,3,2223
Ein Frankfurt,M'gladbach,1,1,2223
Werder Bremen,Freiburg,1,2,2223
Union Berlin,Bochum,1,1,2223
Wolfsburg,Leverkusen,0,0,2223
Augsburg,Stuttgart,1,1,2223
Bochum,Wolfsburg,1,5,2223
Hertha,Werder Bremen,2,4,2223
Hoffenheim,FC Koln,1,3,2223
Mainz,Bayern Munich,3,1,2223
Dortmund,Ein Frankfurt,4,0,2223
Freiburg,Schalke 04,4,0,2223
Leverkusen,RB Leipzig,2,0,2223
M'gladbach,Union Berlin,0,1,2223
Bochum,Dortmund,1,1,2223
Ein Frankfurt,Augsburg,1,1,2223
FC Koln,Freiburg,0,1,2223
RB Leipzig,Hoffenheim,1,0,2223
Stuttgart,M'gladbach,2,1,2223
Union Berlin,Leverkusen,0,0,2223
Schalke 04,Werder Bremen,2,1,2223
Bayern Munich,Hertha,2,0,2223
Wolfsburg,Mainz,3,0,2223
Leverkusen,FC Koln,1,2,2223
Mainz,Schalke 04,2,3,2223
Augsburg,Union Berlin,1,0,2223
Freiburg,RB Leipzig,0,1,2223
Hertha,Stuttgart,2,1,2223
Hoffenheim,Ein Frankfurt,3,1,2223
M'gladbach,Bochum,2,0,2223
Werder Bremen,Bayern Munich,1,2,2223
Dortmund,Wolfsburg,6,0,2223
FC Koln,Hertha,5,2,2223
Bayern Munich,Schalke 04,6,0,2223
Bochum,Augsburg,3,2,2223
Ein Frankfurt,Mainz,3,0,2223
Union Berlin,Freiburg,4,2,2223
Wolfsburg,Hoffenheim,2,1,2223
Dortmund,M'gladbach,5,2,2223
Stuttgart,Leverkusen,1,1,2223
RB Leipzig,Werder Bremen,2,1,2223
Freiburg,Wolfsburg,2,0,2223
Hertha,Bochum,1,1,2223
Hoffenheim,Union Berlin,4,2,2223
Schalke 04,Ein Frankfurt,2,2,2223
Werder Bremen,FC Koln,1,1,2223
Bayern Munich,RB Leipzig,1,3,2223
Mainz,Stuttgart,1,4,2223
Augsburg,Dortmund,0,3,2223
Leverkusen,M'gladbach,2,2,2223
Bochum,Leverkusen,3,0,2223
Dortmund,Mainz,2,2,2223
Ein Frankfurt,Freiburg,2,1,2223
FC Koln,Bayern Munich,1,2,2223
M'gladbach,Augsburg,2,0,2223
RB Leipzig,Schalke 04,4,2,2223
Stuttgart,Hoffenheim,1,1,2223
Union Berlin,Werder Bremen,1,0,2223
Wolfsburg,Hertha,1,2,2223
Lyon,Ajaccio,2,1,2223
Strasbourg,Monaco,1,2,2223
Clermont,Paris SG,0,5,2223
Toulouse,Nice,1,1,2223
Angers,Nantes,0,0,2223
Lens,Brest,3,2,2223
Lille,Auxerre,4,1,2223
Montpellier,Troyes,3,2,2223
Rennes,Lorient,0,1,2223
Marseille,Reims,4,1,2223
Nantes,Lille,1,1,2223
Monaco,Rennes,1,1,2223
Paris SG,Montpellier,5,2,2223
Ajaccio,Lens,0,0,2223
Auxerre,Angers,2,2,2223
Reims,Clermont,2,4,2223
Troyes,Toulouse,0,3,2223
Nice,Strasbourg,1,1,2223
Brest,Marseille,1,1,2223
Lyon,Troyes,4,1,2223
Monaco,Lens,1,4,2223
Marseille,Nantes,2,1,2223
Strasbourg,Reims,1,1,2223
Angers,Brest,1,3,2223
Clermont,Nice,1,0,2223
Montpellier,Auxerre,1,2,2223
Toulouse,Lorient,2,2,2223
Rennes,Ajaccio,2,1,2223
Lille,Paris SG,1,7,2223
Ajaccio,Lille,1,3,2223
Auxerre,Strasbourg,1,0,2223
Lens,Rennes,2,1,2223
Nantes,Toulouse,3,1,2223
Brest,Montpellier,0,7,2223
Lorient,Clermont,2,1,2223
Nice,Marseille,0,3,2223
Troyes,Angers,3,1,2223
Reims,Lyon,1,1,2223
Paris SG,Monaco,1,1,2223
Angers,Reims,2,4,2223
Lyon,Auxerre,2,1,2223
Monaco,Troyes,2,4,2223
Montpellier,Ajaccio,2,0,2223
Strasbourg,Nantes,1,1,2223
Lens,Lorient,5,2,2223
Lille,Nice,1,2,2223
Marseille,Clermont,1,0,2223
Rennes,Brest,3,1,2223
Toulouse,Paris SG,0,3,2223
Auxerre,Marseille,0,2,2223
Lyon,Angers,5,0,2223
Nantes,Paris SG,0,3,2223
Montpellier,Lille,1,3,2223
Ajaccio,Lorient,0,1,2223
Brest,Strasbourg,1,1,2223
Clermont,Toulouse,2,0,2223
Reims,Lens,1,1,2223
Troyes,Rennes,1,1,2223
Nice,Monaco,0,1,2223
Lorient,Lyon,3,1,2223
Lens,Troyes,1,0,2223
Paris SG,Brest,1,0,2223
Marseille,Lille,2,1,2223
Strasbourg,Clermont,0,0,2223
Ajaccio,Nice,0,1,2223
Angers,Montpellier,2,1,2223
Lorient,Nantes,3,2,2223
Toulouse,Reims,1,0,2223
Rennes,Auxerre,5,0,2223
Monaco,Lyon,2,1,2223
Auxerre,Lorient,1,3,2223
Montpellier,Strasbourg,2,1,2223
Lille,Toulouse,2,1,2223
Reims,Monaco,0,3,2223
Brest,Ajaccio,0,1,2223
Clermont,Troyes,1,3,2223
Marseille,Rennes,1,1,2223
Nice,Angers,0,1,2223
Nantes,Lens,0,0,2223
Lyon,Paris SG,0,1,2223
Angers,Marseille,0,3,2223
Strasbourg,Rennes,1,3,2223
Paris SG,Nice,2,1,2223
Lorient,Lille,2,1,2223
Ajaccio,Clermont,1,3,2223
Auxerre,Brest,1,1,2223
Toulouse,Montpellier,4,2,2223
Troyes,Reims,2,2,2223
Monaco,Nantes,4,1,2223
Lens,Lyon,1,0,2223
Lyon,Toulouse,1,1,2223
Marseille,Ajaccio,1,2,2223
Reims,Paris SG,0,0,2223
Montpellier,Monaco,0,2,2223
Angers,Strasbourg,2,3,2223
Brest,Lorient,1,2,2223
Clermont,Auxerre,2,1,2223
Nice,Troyes,3,2,2223
Rennes,Nantes,3,0,2223
Lille,Lens,1,0,2223
Strasbourg,Lille,0,3,2223
Lorient,Reims,0,0,2223
Lens,Montpellier,1,0,2223
Toulouse,Angers,3,2,2223
Auxerre,Nice,1,1,2223
Nantes,Brest,4,1,2223
Rennes,Lyon,3,2,2223
Troyes,Ajaccio,1,1,2223
Monaco,Clermont,1,1,2223
Paris SG,Marseille,1,0,2223
Ajaccio,Paris SG,0,3,2223
Montpellier,Lyon,1,2,2223
Marseille,Lens,0,1,2223
Angers,Rennes,1,2,2223
Clermont,Brest,1,3,2223
Reims,Auxerre,2,1,2223
Toulouse,Strasbourg,2,2,2223
Troyes,Lorient,2,2,2223
Nice,Nantes,1,1,2223
Lille,Monaco,4,3,2223
Lens,Toulouse,3,0,2223
Paris SG,Troyes,4,3,2223
Strasbourg,Marseille,2,2,2223
Auxerre,Ajaccio,1,0,2223
Brest,Reims,0,0,2223
Monaco,Angers,2,0,2223
Nantes,Clermont,1,1,2223
Rennes,Montpellier,3,0,2223
Lorient,Nice,1,2,2223
Lyon,Lille,1,0,2223
Troyes,Auxerre,1,1,2223
Ajaccio,Strasbourg,4,2,2223
Angers,Lens,1,2,2223
Lorient,Paris SG,1,2,2223
Clermont,Montpellier,1,1,2223
Nice,Brest,1,0,2223
Reims,Nantes,1,0,2223
Toulouse,Monaco,0,2,2223
Lille,Rennes,1,1,2223
Marseille,Lyon,1,0,2223
Lyon,Nice,1,1,2223
Lens,Clermont,2,1,2223
Rennes,Toulouse,2,1,2223
Paris SG,Auxerre,5,0,2223
Brest,Troyes,2,1,2223
Lille,Angers,1,0,2223
Montpellier,Reims,1,1,2223
Nantes,Ajaccio,2,2,2223
Strasbourg,Lorient,1,1,2223
Monaco,Marseille,2,3,2223
Ajaccio,Angers,1,0,2223
Troyes,Nantes,0,0,2223
Auxerre,Monaco,2,3,2223
Clermont,Lille,0,2,2223
Brest,Lyon,2,4,2223
Paris SG,Strasbourg,2,1,2223
Lorient,Montpellier,0,2,2223
Reims,Rennes,3,1,2223
Marseille,Toulouse,6,1,2223
Nice,Lens,0,0,2223
Angers,Lorient,1,2,2223
Monaco,Brest,1,0,2223
Nantes,Auxerre,1,0,2223
Toulouse,Ajaccio,2,0,2223
Lyon,Clermont,0,1,2223
Lens,Paris SG,3,1,2223
Strasbourg,Troyes,2,3,2223
Lille,Reims,1,1,2223
Montpellier,Marseille,1,2,2223
Rennes,Nice,2,1,2223
Ajaccio,Reims,0,1,2223
Auxerre,Toulouse,0,5,2223
Brest,Lille,0,0,2223
Clermont,Rennes,2,1,2223
Nantes,Lyon,0,0,2223
Lorient,Monaco,2,2,2223
Nice,Montpellier,6,1,2223
Paris SG,Angers,2,0,2223
Strasbourg,Lens,2,2,2223
Troyes,Marseille,0,2,2223
Lens,Auxerre,1,0,2223
Marseille,Lorient,3,1,2223
Lyon,Strasbourg,1,2,2223
Lille,Troyes,5,1,2223
Angers,Clermont,1,2,2223
Montpellier,Nantes,0,3,2223
Reims,Nice,0,0,2223
Toulouse,Brest,1,1,2223
Monaco,Ajaccio,7,1,2223
Rennes,Paris SG,1,0,2223
Lorient,Rennes,2,1,2223
Troyes,Lens,1,1,2223
Marseille,Monaco,1,1,2223
Nice,Lille,1,0,2223
Auxerre,Montpellier,0,2,2223
Brest,Angers,4,0,2223
Clermont,Nantes,0,0,2223
Strasbourg,Toulouse,1,2,2223
Ajaccio,Lyon,0,2,2223
Paris SG,Reims,1,1,2223
Angers,Ajaccio,1,2,2223
Lille,Clermont,0,0,2223
Nantes,Marseille,0,2,2223
Reims,Lorient,4,2,2223
Toulouse,Troyes,4,1,2223
Lens,Nice,0,1,2223
Lyon,Brest,0,0,2223
Monaco,Auxerre,3,2,2223
Montpellier,Paris SG,1,3,2223
Rennes,Strasbourg,3,0,2223
Paris SG,Toulouse,2,1,2223
Troyes,Lyon,1,3,2223
Rennes,Lille,1,3,2223
Clermont,Monaco,0,2,2223
Ajaccio,Nantes,0,2,2223
Auxerre,Reims,0,0,2223
Lorient,Angers,0,0,2223
Strasbourg,Montpellier,2,0,2223
Brest,Lens,1,1,2223
Marseille,Nice,1,3,2223
Nice,Ajaccio,3,0,2223
Monaco,Paris SG,3,1,2223
Clermont,Marseille,0,2,2223
Toulouse,Rennes,3,1,2223
Angers,Auxerre,1,1,2223
Lille,Strasbourg,2,0,2223
Montpellier,Brest,3,0,2223
Reims,Troyes,4,0,2223
Nantes,Lorient,1,0,2223
Lyon,Lens,2,1,2223
Auxerre,Lyon,2,1,2223
Nice,Reims,0,0,2223
Strasbourg,Angers,2,1,2223
Paris SG,Lille,4,3,2223
Brest,Monaco,1,2,2223
Lorient,Ajaccio,3,0,2223
Rennes,Clermont,2,0,2223
Troyes,Montpellier,0,1,2223
Lens,Nantes,3,1,2223
Toulouse,Marseille,2,3,2223
Lille,Brest,2,1,2223
Angers,Lyon,1,3,2223
Montpellier,Lens,1,1,2223
Lorient,Auxerre,0,1,2223
Ajaccio,Troyes,2,1,2223
Clermont,Strasbourg,1,1,2223
Nantes,Rennes,0,1,2223
Reims,Toulouse,3,0,2223
Monaco,Nice,0,3,2223
Marseille,Paris SG,0,3,2223
Nice,Auxerre,1,1,2223
Lens,Lille,1,1,2223
Paris SG,Nantes,4,2,2223
Troyes,Monaco,2,2,2223
Montpellier,Angers,5,0,2223
Reims,Ajaccio,1,0,2223
Strasbourg,Brest,0,1,2223
Toulouse,Clermont,0,1,2223
Lyon,Lorient,0,0,2223
Rennes,Marseille,0,1,2223
Lille,Lyon,3,3,2223
Auxerre,Rennes,0,0,2223
Brest,Paris SG,1,2,2223
Clermont,Lens,0,4,2223
Ajaccio,Montpellier,0,1,2223
Angers,Toulouse,0,2,2223
Lorient,Troyes,2,0,2223
Nantes,Nice,2,2,2223
Monaco,Reims,0,1,2223
Marseille,Strasbourg,2,2,2223
Lyon,Nantes,1,1,2223
Toulouse,Lille,0,2,2223
Lens,Angers,3,0,2223
Ajaccio,Monaco,0,2,2223
Montpellier,Clermont,2,1,2223
Nice,Lorient,1,1,2223
Strasbourg,Auxerre,2,0,2223
Troyes,Brest,2,2,2223
Paris SG,Rennes,0,2,2223
Reims,Marseille,1,2,2223
Marseille,Montpellier,1,1,2223
Auxerre,Troyes,1,0,2223
Rennes,Lens,0,1,2223
Lille,Lorient,3,1,2223
Angers,Nice,1,1,2223
Brest,Toulouse,3,1,2223
Clermont,Ajaccio,2,1,2223
Nantes,Reims,0,3,2223
Monaco,Strasbourg,4,3,2223
Paris SG,Lyon,0,1,2223
Lens,Strasbourg,2,1,2223
Angers,Lille,1,0,2223
Nice,Paris SG,0,2,2223
Lyon,Rennes,3,1,2223
Ajaccio,Auxerre,0,3,2223
Montpellier,Toulouse,1,2,2223
Reims,Brest,1,1,2223
Troyes,Clermont,0,2,2223
Nantes,Monaco,2,2,2223
Lorient,Marseille,0,0,2223
Toulouse,Lyon,1,2,2223
Rennes,Reims,3,0,2223
Paris SG,Lens,3,1,2223
Lille,Montpellier,2,1,2223
Auxerre,Nantes,2,1,2223
Brest,Nice,1,0,2223
Clermont,Angers,2,1,2223
Strasbourg,Ajaccio,3,1,2223
Monaco,Lorient,3,1,2223
Marseille,Troyes,3,1,2223
Angers,Paris SG,1,2,2223
Auxerre,Lille,1,1,2223
Lens,Monaco,3,0,2223
Reims,Strasbourg,0,2,2223
Ajaccio,Brest,0,0,2223
Lorient,Toulouse,0,1,2223
Nantes,Troyes,2,2,2223
Nice,Clermont,1,2,2223
Montpellier,Rennes,1,0,2223
Lyon,Marseille,1,2,2223
Strasbourg,Lyon,1,2,2223
Lille,Ajaccio,3,0,2223
Monaco,Montpellier,0,4,2223
Clermont,Reims,1,0,2223
Rennes,Angers,4,2,2223
Troyes,Nice,0,1,2223
Paris SG,Lorient,1,3,2223
Marseille,Auxerre,2,1,2223
Toulouse,Lens,0,1,2223
Brest,Nantes,2,0,2223
Nice,Rennes,2,1,2223
Reims,Lille,1,0,2223
Lens,Marseille,2,1,2223
Angers,Monaco,1,2,2223
Ajaccio,Toulouse,0,0,2223
Auxerre,Clermont,1,1,2223
Lorient,Brest,2,1,2223
Nantes,Strasbourg,0,2,2223
Lyon,Montpellier,5,4,2223
Troyes,Paris SG,1,3,2223
Lens,Reims,2,1,2223
Strasbourg,Nice,2,0,2223
Paris SG,Ajaccio,5,0,2223
Clermont,Lyon,2,1,2223
Brest,Auxerre,1,0,2223
Montpellier,Lorient,1,1,2223
Rennes,Troyes,4,0,2223
Toulouse,Nantes,0,0,2223
Monaco,Lille,0,0,2223
Marseille,Angers,3,1,2223
Lyon,Monaco,3,1,2223
Nantes,Montpellier,0,3,2223
Lille,Marseille,2,1,2223
Ajaccio,Rennes,0,5,2223
Brest,Clermont,2,1,2223
Nice,Toulouse,0,0,2223
Reims,Angers,2,2,2223
Troyes,Strasbourg,1,1,2223
Lorient,Lens,1,3,2223
Auxerre,Paris SG,1,2,2223
Angers,Troyes,2,1,2223
Clermont,Lorient,2,0,2223
Lens,Ajaccio,3,0,2223
Lille,Nantes,2,1,2223
Lyon,Reims,3,0,2223
Marseille,Brest,1,2,2223
Montpellier,Nice,2,3,2223
Rennes,Monaco,2,0,2223
Strasbourg,Paris SG,1,1,2223
Toulouse,Auxerre,1,1,2223
Ajaccio,Marseille,1,0,2223
Auxerre,Lens,1,3,2223
Brest,Rennes,1,2,2223
Lorient,Strasbourg,2,1,2223
Monaco,Toulouse,1,2,2223
Nantes,Angers,1,0,2223
Nice,Lyon,3,1,2223
Paris SG,Clermont,2,3,2223
Reims,Montpellier,1,3,2223
Troyes,Lille,1,1,2223
Burnley,Man City,0,3,2324
Arsenal,Nott'm Forest,2,1,2324
Bournemouth,West Ham,1,1,2324
Brighton,Luton,4,1,2324
Everton,Fulham,0,1,2324
Sheffield United,Crystal Palace,0,1,2324
Newcastle,Aston Villa,5,1,2324
Brentford,Tottenham,2,2,2324
Chelsea,Liverpool,1,1,2324
Man United,Wolves,1,0,2324
Nott'm Forest,Sheffield United,2,1,2324
Fulham,Brentford,0,3,2324
Liverpool,Bournemouth,3,1,2324
Wolves,Brighton,1,4,2324
Tottenham,Man United,2,0,2324
Man City,Newcastle,1,0,2324
Aston Villa,Everton,4,0,2324
West Ham,Chelsea,3,1,2324
Crystal Palace,Arsenal,0,1,2324
Chelsea,Luton,3,0,2324
Bournemouth,Tottenham,0,2,2324
Arsenal,Fulham,2,2,2324
Brentford,Crystal Palace,1,1,2324
Everton,Wolves,0,1,2324
Man United,Nott'm Forest,3,2,2324
Brighton,West Ham,1,3,2324
Burnley,Aston Villa,1,3,2324
Sheffield United,Man City,1,2,2324
Newcastle,Liverpool,1,2,2324
Luton,West Ham,1,2,2324
Sheffield United,Everton,2,2,2324
Brentford,Bournemouth,2,2,2324
Burnley,Tottenham,2,5,2324
Chelsea,Nott'm Forest,0,1,2324
Man City,Fulham,5,1,2324
Brighton,Newcastle,3,1,2324
Crystal Palace,Wolves,3,2,2324
Liverpool,Aston Villa,3,0,2324
Arsenal,Man United,3,1,2324
Wolves,Liverpool,1,3,2324
Aston Villa,Crystal Palace,3,1,2324
Fulham,Luton,1,0,2324
Man United,Brighton,1,3,2324
Tottenham,Sheffield United,2,1,2324
West Ham,Man City,1,3,2324
Newcastle,Brentford,1,0,2324
Bournemouth,Chelsea,0,0,2324
Everton,Arsenal,0,1,2324
Nott'm Forest,Burnley,1,1,2324
Crystal Palace,Fulham,0,0,2324
Luton,Wolves,1,1,2324
Man City,Nott'm Forest,2,0,2324
Brentford,Everton,1,3,2324
Burnley,Man United,0,1,2324
Arsenal,Tottenham,2,2,2324
Brighton,Bournemouth,3,1,2324
Chelsea,Aston Villa,0,1,2324
Liverpool,West Ham,3,1,2324
Sheffield United,Newcastle,0,8,2324
Aston Villa,Brighton,6,1,2324
Bournemouth,Arsenal,0,4,2324
Everton,Luton,1,2,2324
Man United,Crystal Palace,0,1,2324
Newcastle,Burnley,2,0,2324
West Ham,Sheffield United,2,0,2324
Wolves,Man City,2,1,2324
Tottenham,Liverpool,2,1,2324
Nott'm Forest,Brentford,1,1,2324
Fulham,Chelsea,0,2,2324
Luton,Burnley,1,2,2324
Luton,Tottenham,0,1,2324
Burnley,Chelsea,1,4,2324
Everton,Bournemouth,3,0,2324
Fulham,Sheffield United,3,1,2324
Man United,Brentford,2,1,2324
Crystal Palace,Nott'm Forest,0,0,2324
Brighton,Liverpool,2,2,2324
West Ham,Newcastle,2,2,2324
Wolves,Aston Villa,1,1,2324
Arsenal,Man City,1,0,2324
Liverpool,Everton,2,0,2324
Bournemouth,Wolves,1,2,2324
Brentford,Burnley,3,0,2324
Man City,Brighton,2,1,2324
Newcastle,Crystal Palace,4,0,2324
Nott'm Forest,Luton,2,2,2324
Chelsea,Arsenal,2,2,2324
Sheffield United,Man United,1,2,2324
Aston Villa,West Ham,4,1,2324
Tottenham,Fulham,2,0,2324
Crystal Palace,Tottenham,1,2,2324
Chelsea,Brentford,0,2,2324
Arsenal,Sheffield United,5,0,2324
Bournemouth,Burnley,2,1,2324
Wolves,Newcastle,2,2,2324
West Ham,Everton,0,1,2324
Aston Villa,Luton,3,1,2324
Brighton,Fulham,1,1,2324
Liverpool,Nott'm Forest,3,0,2324
Man United,Man City,0,3,2324
Fulham,Man United,0,1,2324
Brentford,West Ham,3,2,2324
Burnley,Crystal Palace,0,2,2324
Everton,Brighton,1,1,2324
Man City,Bournemouth,6,1,2324
Sheffield United,Wolves,2,1,2324
Newcastle,Arsenal,1,0,2324
Nott'm Forest,Aston Villa,2,0,2324
Luton,Liverpool,1,1,2324
Tottenham,Chelsea,1,4,2324
Wolves,Tottenham,2,1,2324
Arsenal,Burnley,3,1,2324
Crystal Palace,Everton,2,3,2324
Man United,Luton,1,0,2324
Bournemouth,Newcastle,2,0,2324
Aston Villa,Fulham,3,1,2324
Brighton,Sheffield United,1,1,2324
Liverpool,Brentford,3,0,2324
West Ham,Nott'm Forest,3,2,2324
Chelsea,Man City,4,4,2324
Man City,Liverpool,1,1,2324
Burnley,West Ham,1,2,2324
Luton,Crystal Palace,2,1,2324
Newcastle,Chelsea,4,1,2324
Nott'm Forest,Brighton,2,3,2324
Sheffield United,Bournemouth,1,3,2324
Brentford,Arsenal,0,1,2324
Tottenham,Aston Villa,1,2,2324
Everton,Man United,0,3,2324
Fulham,Wolves,3,2,2324
Arsenal,Wolves,2,1,2324
Brentford,Luton,3,1,2324
Burnley,Sheffield United,5,0,2324
Nott'm Forest,Everton,0,1,2324
Newcastle,Man United,1,0,2324
Bournemouth,Aston Villa,2,2,2324
Chelsea,Brighton,3,2,2324
Liverpool,Fulham,4,3,2324
West Ham,Crystal Palace,1,1,2324
Man City,Tottenham,3,3,2324
Wolves,Burnley,1,0,2324
Luton,Arsenal,3,4,2324
Brighton,Brentford,2,1,2324
Crystal Palace,Bournemouth,0,2,2324
Fulham,Nott'm Forest,5,0,2324
Sheffield United,Liverpool,0,2,2324
Aston Villa,Man City,1,0,2324
Man United,Chelsea,2,1,2324
Everton,Newcastle,3,0,2324
Tottenham,West Ham,1,2,2324
Crystal Palace,Liverpool,1,2,2324
Brighton,Burnley,1,1,2324
Man United,Bournemouth,0,3,2324
Sheffield United,Brentford,1,0,2324
Wolves,Nott'm Forest,1,1,2324
Aston Villa,Arsenal,1,0,2324
Everton,Chelsea,2,0,2324
Fulham,West Ham,5,0,2324
Luton,Man City,1,2,2324
Tottenham,Newcastle,4,1,2324
Nott'm Forest,Tottenham,0,2,2324
Chelsea,Sheffield United,2,0,2324
Man City,Crystal Palace,2,2,2324
Newcastle,Fulham,3,0,2324
Burnley,Everton,0,2,2324
Arsenal,Brighton,2,0,2324
Brentford,Aston Villa,1,2,2324
West Ham,Wolves,3,0,2324
Liverpool,Man United,0,0,2324
Crystal Palace,Brighton,1,1,2324
Aston Villa,Sheffield United,1,1,2324
West Ham,Man United,2,0,2324
Fulham,Burnley,0,2,2324
Luton,Newcastle,1,0,2324
Nott'm Forest,Bournemouth,2,3,2324
Tottenham,Everton,2,1,2324
Liverpool,Arsenal,1,1,2324
Wolves,Chelsea,2,1,2324
Newcastle,Nott'm Forest,1,3,2324
Bournemouth,Fulham,3,0,2324
Sheffield United,Luton,2,3,2324
Burnley,Liverpool,0,2,2324
Man United,Aston Villa,3,2,2324
Brentford,Wolves,1,4,2324
Chelsea,Crystal Palace,2,1,2324
Everton,Man City,1,3,2324
Brighton,Tottenham,4,2,2324
Arsenal,West Ham,0,2,2324
Luton,Chelsea,2,3,2324
Aston Villa,Burnley,3,2,2324
Crystal Palace,Brentford,3,1,2324
Man City,Sheffield United,2,0,2324
Wolves,Everton,3,0,2324
Nott'm Forest,Man United,2,1,2324
Fulham,Arsenal,2,1,2324
Tottenham,Bournemouth,3,1,2324
Liverpool,Newcastle,4,2,2324
West Ham,Brighton,0,0,2324
Burnley,Luton,1,1,2324
Chelsea,Fulham,1,0,2324
Newcastle,Man City,2,3,2324
Everton,Aston Villa,0,0,2324
Man United,Tottenham,2,2,2324
Arsenal,Crystal Palace,5,0,2324
Brentford,Nott'm Forest,3,2,2324
Sheffield United,West Ham,2,2,2324
Bournemouth,Liverpool,0,4,2324
Brighton,Wolves,0,0,2324
Nott'm Forest,Arsenal,1,2,2324
Fulham,Everton,0,0,2324
Luton,Brighton,4,0,2324
Crystal Palace,Sheffield United,3,2,2324
Aston Villa,Newcastle,1,3,2324
Man City,Burnley,3,1,2324
Tottenham,Brentford,3,2,2324
Liverpool,Chelsea,4,1,2324
West Ham,Bournemouth,1,1,2324
Wolves,Man United,3,4,2324
Everton,Tottenham,2,2,2324
Brighton,Crystal Palace,4,1,2324
Burnley,Fulham,2,2,2324
Newcastle,Luton,4,4,2324
Sheffield United,Aston Villa,0,5,2324
Bournemouth,Nott'm Forest,1,1,2324
Chelsea,Wolves,2,4,2324
Man United,West Ham,3,0,2324
Arsenal,Liverpool,3,1,2324
Brentford,Man City,1,3,2324
Man City,Everton,2,0,2324
Fulham,Bournemouth,3,1,2324
Liverpool,Burnley,3,1,2324
Luton,Sheffield United,1,3,2324
Tottenham,Brighton,2,1,2324
Wolves,Brentford,0,2,2324
Nott'm Forest,Newcastle,2,3,2324
West Ham,Arsenal,0,6,2324
Aston Villa,Man United,1,2,2324
Crystal Palace,Chelsea,1,3,2324
Brentford,Liverpool,1,4,2324
Burnley,Arsenal,0,5,2324
Fulham,Aston Villa,1,2,2324
Newcastle,Bournemouth,2,2,2324
Nott'm Forest,West Ham,2,0,2324
Tottenham,Wolves,1,2,2324
Man City,Chelsea,1,1,2324
Sheffield United,Brighton,0,5,2324
Luton,Man United,1,2,2324
Everton,Crystal Palace,1,1,2324
Man City,Brentford,1,0,2324
Liverpool,Luton,4,1,2324
Aston Villa,Nott'm Forest,4,2,2324
Brighton,Everton,1,1,2324
Crystal Palace,Burnley,3,0,2324
Man United,Fulham,1,2,2324
Bournemouth,Man City,0,1,2324
Arsenal,Newcastle,4,1,2324
Wolves,Sheffield United,1,0,2324
West Ham,Brentford,4,2,2324
Brentford,Chelsea,2,2,2324
Everton,West Ham,1,3,2324
Fulham,Brighton,3,0,2324
Newcastle,Wolves,3,0,2324
Nott'm Forest,Liverpool,0,1,2324
Tottenham,Crystal Palace,3,1,2324
Luton,Aston Villa,2,3,2324
Burnley,Bournemouth,0,2,2324
Man City,Man United,3,1,2324
Sheffield United,Arsenal,0,6,2324
Man United,Everton,2,0,2324
Bournemouth,Sheffield United,2,2,2324
Crystal Palace,Luton,1,1,2324
Wolves,Fulham,2,1,2324
Arsenal,Brentford,2,1,2324
Aston Villa,Tottenham,0,4,2324
Brighton,Nott'm Forest,1,0,2324
West Ham,Burnley,2,2,2324
Liverpool,Man City,1,1,2324
Chelsea,Newcastle,3,2,2324
Bournemouth,Luton,4,3,2324
Burnley,Brentford,2,1,2324
Luton,Nott'm Forest,1,1,2324
Fulham,Tottenham,3,0,2324
West Ham,Aston Villa,1,1,2324
Newcastle,West Ham,4,3,2324
Bournemouth,Everton,2,1,2324
Chelsea,Burnley,2,2,2324
